Start,Status,Latency,ByteIn,ByteOut,Error,Scheduled,modelRead,modelBuild,tensors,imageRead,imgResize,interpreterLoops,outputPrep,Name,SquenceNumber
1712566360126543872,200,1034272323,67,849,,1712566360757566000 ,1712566360757588000 ,1712566360757763000 ,1712566360784142000 ,1712566360787395000 ,1712566360820142000 ,1712566360980287000 ,1712566360981822000 ,,47
1712566360206943231,200,1070512494,67,849,,1712566360754670000 ,1712566360754700000 ,1712566360754963000 ,1712566360787147000 ,1712566360787344000 ,1712566360811233000 ,1712566360990375000 ,1712566360997170000 ,,63
1712566360196826984,200,1081268603,67,849,,1712566360754611000 ,1712566360754662000 ,1712566360754936000 ,1712566360780749000 ,1712566360781511000 ,1712566360808987000 ,1712566360984886000 ,1712566360985795000 ,,61
1712566360121426915,200,1156728301,67,849,,1712566360713234000 ,1712566360713289000 ,1712566360713437000 ,1712566360777207000 ,1712566360777288000 ,1712566360842469000 ,1712566361009856000 ,1712566361010418000 ,,46
1712566360186681634,200,1091506914,67,849,,1712566360785344000 ,1712566360785561000 ,1712566360786151000 ,1712566360795128000 ,1712566360795464000 ,1712566360818481000 ,1712566360988236000 ,1712566360990457000 ,,59
1712566360192247275,200,1085948341,67,849,,1712566360756782000 ,1712566360757040000 ,1712566360757486000 ,1712566360781018000 ,1712566360781240000 ,1712566360803815000 ,1712566360981824000 ,1712566360982725000 ,,60
1712566360255916043,200,1022530317,67,849,,1712566360866152000 ,1712566360868159000 ,1712566360881420000 ,1712566360890751000 ,1712566360891866000 ,1712566360905224000 ,1712566361078968000 ,1712566361080684000 ,,72
1712566360247216372,200,1031276987,67,849,,1712566360787016000 ,1712566360787107000 ,1712566360792334000 ,1712566360798733000 ,1712566360800165000 ,1712566360842846000 ,1712566361022482000 ,1712566361031778000 ,,71
1712566360181233627,200,1097911445,67,849,,1712566360834871000 ,1712566360834965000 ,1712566360836329000 ,1712566360853981000 ,1712566360854119000 ,1712566360908076000 ,1712566361074786000 ,1712566361075530000 ,,58
1712566360261514958,200,1017659284,67,849,,1712566360869321000 ,1712566360876337000 ,1712566360882133000 ,1712566360886991000 ,1712566360891002000 ,1712566360904874000 ,1712566361073583000 ,1712566361074351000 ,,74
1712566360236636927,200,1100513121,67,849,,1712566360834101000 ,1712566360834151000 ,1712566360834388000 ,1712566360853281000 ,1712566360853390000 ,1712566360912582000 ,1712566361084004000 ,1712566361084859000 ,,69
1712566360256321370,200,1080900847,67,849,,1712566360863878000 ,1712566360863973000 ,1712566360864549000 ,1712566360880197000 ,1712566360880333000 ,1712566360921127000 ,1712566361084337000 ,1712566361086068000 ,,73
1712566360162147631,200,1175154155,67,849,,1712566360838523000 ,1712566360839113000 ,1712566360839266000 ,1712566360872334000 ,1712566360872416000 ,1712566360939414000 ,1712566361104052000 ,1712566361104681000 ,,54
1712566360267622776,200,1169536435,67,849,,1712566360869334000 ,1712566360876429000 ,1712566360876695000 ,1712566360897148000 ,1712566360897277000 ,1712566361001961000 ,1712566361160296000 ,1712566361161113000 ,,75
1712566360231224574,200,1205942091,67,849,,1712566360865704000 ,1712566360865858000 ,1712566360866921000 ,1712566360889148000 ,1712566360891116000 ,1712566360920599000 ,1712566361091328000 ,1712566361092377000 ,,68
1712566360242134735,200,1195066525,67,849,,1712566360875146000 ,1712566360877996000 ,1712566360878205000 ,1712566360980968000 ,1712566360981058000 ,1712566360989522000 ,1712566361142399000 ,1712566361143038000 ,,70
