Start,Status,Latency,ByteIn,ByteOut,Error,Scheduled,modelRead,modelBuild,tensors,imageRead,imgResize,interpreterLoops,outputPrep,Name,SquenceNumber
1712160302165872092,200,18016234459,71,849,,1712160317597069000 ,1712160317600436000 ,1712160317626657000 ,1712160317675188000 ,1712160317682762000 ,1712160317837398000 ,1712160318729922000 ,1712160318733355000 ,,917
1712160302110882467,200,18071473856,71,849,,1712160317517560000 ,1712160317518545000 ,1712160317542468000 ,1712160317842105000 ,1712160317852341000 ,1712160317932085000 ,1712160318756394000 ,1712160318764313000 ,,906
1712160302241738182,200,17948869637,71,849,,1712160317936292000 ,1712160317941075000 ,1712160317992640000 ,1712160318162262000 ,1712160318167565000 ,1712160318264712000 ,1712160318834668000 ,1712160318835231000 ,,932
1712160302176290583,200,18085724043,71,849,,1712160317596679000 ,1712160317600700000 ,1712160317626579000 ,1712160317740854000 ,1712160317742703000 ,1712160318235595000 ,1712160318871992000 ,1712160318878015000 ,,919
1712160301941724591,200,18320292120,71,849,,1712160316421390000 ,1712160316421871000 ,1712160316491844000 ,1712160317605875000 ,1712160317612081000 ,1712160317891381000 ,1712160318918484000 ,1712160318922828000 ,,872
1712160301996090588,200,18266886843,71,849,,1712160317358721000 ,1712160317360355000 ,1712160317364482000 ,1712160317448925000 ,1712160317449437000 ,1712160317891785000 ,1712160318956092000 ,1712160318959715000 ,,883
1712160302131559489,200,18131434986,71,849,,1712160317597230000 ,1712160317600451000 ,1712160317626796000 ,1712160317846076000 ,1712160317856699000 ,1712160317860647000 ,1712160318926010000 ,1712160318927550000 ,,910
1712160302186801084,200,18076744649,71,849,,1712160317596920000 ,1712160317600488000 ,1712160317611336000 ,1712160317736262000 ,1712160317738235000 ,1712160318236927000 ,1712160319004335000 ,1712160319007349000 ,,921
1712160301986430954,200,18277155898,71,849,,1712160317591961000 ,1712160317592959000 ,1712160317593288000 ,1712160317976448000 ,1712160317986377000 ,1712160318502655000 ,1712160318942693000 ,1712160318943275000 ,,881
1712160302075932188,200,18187917460,71,849,,1712160317516038000 ,1712160317518045000 ,1712160317542522000 ,1712160317548448000 ,1712160317556744000 ,1712160318146408000 ,1712160318963098000 ,1712160318973179000 ,,899
1712160302141324639,200,18123628601,71,849,,1712160317597159000 ,1712160317600391000 ,1712160317626828000 ,1712160317662560000 ,1712160317663663000 ,1712160318220392000 ,1712160319002968000 ,1712160319006528000 ,,912
1712160302266737297,200,18008911871,71,849,,1712160317936265000 ,1712160317940446000 ,1712160317999791000 ,1712160318119549000 ,1712160318133620000 ,1712160318243036000 ,1712160319042086000 ,1712160319043116000 ,,937
1712160302421062236,200,17863413630,71,849,,1712160317937318000 ,1712160317942565000 ,1712160317999683000 ,1712160318402093000 ,1712160318439707000 ,1712160318479829000 ,1712160319112351000 ,1712160319123143000 ,,968
1712160302121568743,200,18162936983,71,849,,1712160317594684000 ,1712160317598042000 ,1712160317621406000 ,1712160317961852000 ,1712160317974595000 ,1712160318323812000 ,1712160319093308000 ,1712160319094424000 ,,908
1712160302151469700,200,18134487503,71,849,,1712160317597054000 ,1712160317600511000 ,1712160317626879000 ,1712160317666728000 ,1712160317671517000 ,1712160318224773000 ,1712160319122963000 ,1712160319133316000 ,,914
1712160302316892666,200,17969595165,71,849,,1712160317936300000 ,1712160317940555000 ,1712160317999564000 ,1712160318328869000 ,1712160318329049000 ,1712160318332805000 ,1712160319201847000 ,1712160319235807000 ,,947
1712160302016496370,200,18270669680,71,849,,1712160317924795000 ,1712160317924854000 ,1712160317925011000 ,1712160318213334000 ,1712160318219255000 ,1712160318518988000 ,1712160319252571000 ,1712160319253542000 ,,887
1712160302346703721,200,17940637156,71,849,,1712160317936481000 ,1712160317940694000 ,1712160317998902000 ,1712160318461922000 ,1712160318466578000 ,1712160318589993000 ,1712160319424346000 ,1712160319425392000 ,,953
1712160302296786345,200,17991051088,71,849,,1712160317936229000 ,1712160317940133000 ,1712160317945238000 ,1712160318237006000 ,1712160318242042000 ,1712160318481253000 ,1712160319532023000 ,1712160319550883000 ,,943
1712160302206133922,200,18081725431,71,849,,1712160317597351000 ,1712160317600551000 ,1712160317626648000 ,1712160317823457000 ,1712160317827366000 ,1712160318224817000 ,1712160319522471000 ,1712160319532760000 ,,925
1712160302366199000,200,17921691739,71,849,,1712160317936286000 ,1712160317940392000 ,1712160317999038000 ,1712160318274024000 ,1712160318285311000 ,1712160318509806000 ,1712160319505734000 ,1712160319525309000 ,,957
1712160302161369472,200,18127227850,71,849,,1712160317596847000 ,1712160317600312000 ,1712160317621962000 ,1712160317839528000 ,1712160317840746000 ,1712160318274629000 ,1712160319566537000 ,1712160319580832000 ,,916
1712160302406491583,200,17882111805,71,849,,1712160317938623000 ,1712160317942690000 ,1712160318003338000 ,1712160318346428000 ,1712160318383530000 ,1712160318648066000 ,1712160319566451000 ,1712160319578323000 ,,965
1712160302386692638,200,17901920703,71,849,,1712160317931408000 ,1712160317931437000 ,1712160317980077000 ,1712160318335625000 ,1712160318343768000 ,1712160318418136000 ,1712160319493974000 ,1712160319499108000 ,,961
1712160302156807527,200,18131840534,71,849,,1712160317597075000 ,1712160317600539000 ,1712160317626609000 ,1712160317773903000 ,1712160317779895000 ,1712160318259066000 ,1712160319471370000 ,1712160319482684000 ,,915
1712160302441607102,200,17847926339,71,849,,1712160317938518000 ,1712160317942736000 ,1712160318002990000 ,1712160318050818000 ,1712160318054178000 ,1712160318262125000 ,1712160319562634000 ,1712160319567082000 ,,972
1712160302456518444,200,17833074906,71,849,,1712160317937464000 ,1712160317942394000 ,1712160317986642000 ,1712160318022210000 ,1712160318027340000 ,1712160318509780000 ,1712160319583661000 ,1712160319589838000 ,,975
1712160302341881722,200,17948174012,71,849,,1712160317936294000 ,1712160317940351000 ,1712160317999859000 ,1712160318272179000 ,1712160318290442000 ,1712160318649669000 ,1712160319609171000 ,1712160319614626000 ,,952
1712160302321684551,200,17968376442,71,849,,1712160317931489000 ,1712160317931564000 ,1712160317935913000 ,1712160318333744000 ,1712160318336873000 ,1712160318340570000 ,1712160319585555000 ,1712160319589699000 ,,948
1712160302446474151,200,17843614231,71,849,,1712160317938415000 ,1712160317942525000 ,1712160318002356000 ,1712160318018220000 ,1712160318018391000 ,1712160318581665000 ,1712160319604521000 ,1712160319608635000 ,,973
1712160302216767367,200,18073351261,71,849,,1712160317936216000 ,1712160317940099000 ,1712160317942060000 ,1712160318420386000 ,1712160318433004000 ,1712160318581764000 ,1712160319603450000 ,1712160319608813000 ,,927
1712160302011685520,200,18279454082,71,849,,1712160317359662000 ,1712160317361791000 ,1712160317386298000 ,1712160317659535000 ,1712160317663923000 ,1712160318570394000 ,1712160319620913000 ,1712160319628905000 ,,886
1712160302085948291,200,18205735907,71,849,,1712160317516003000 ,1712160317517995000 ,1712160317539292000 ,1712160317854875000 ,1712160317861191000 ,1712160318648482000 ,1712160319612798000 ,1712160319618408000 ,,901
1712160302511695694,200,17779999553,71,849,,1712160318586861000 ,1712160318591410000 ,1712160318611505000 ,1712160318673463000 ,1712160318685485000 ,1712160318695952000 ,1712160319638860000 ,1712160319645211000 ,,986
1712160302426065949,200,17865657418,71,849,,1712160317935904000 ,1712160317935941000 ,1712160317940859000 ,1712160318260068000 ,1712160318268392000 ,1712160318668115000 ,1712160319645983000 ,1712160319649428000 ,,969
1712160302451428594,200,17840316143,71,849,,1712160317938467000 ,1712160317942765000 ,1712160317961890000 ,1712160318482229000 ,1712160318487525000 ,1712160318611040000 ,1712160319633040000 ,1712160319638128000 ,,974
1712160302220824623,200,18070961054,71,849,,1712160317914943000 ,1712160317915038000 ,1712160317915382000 ,1712160318267736000 ,1712160318283794000 ,1712160318649998000 ,1712160319632308000 ,1712160319642261000 ,,928
1712160302396759295,200,17895420511,71,849,,1712160317931494000 ,1712160317931519000 ,1712160317979185000 ,1712160317986835000 ,1712160317993667000 ,1712160318647783000 ,1712160319636963000 ,1712160319646086000 ,,963
1712160302251253071,200,18044793433,71,849,,1712160317936317000 ,1712160317940487000 ,1712160317999000000 ,1712160318413868000 ,1712160318431878000 ,1712160318517376000 ,1712160319645050000 ,1712160319649469000 ,,934
1712160301916498734,200,18391062562,71,849,,1712160317513475000 ,1712160317513531000 ,1712160317513717000 ,1712160318100486000 ,1712160318104911000 ,1712160318412130000 ,1712160319670413000 ,1712160319671029000 ,,867
1712160302461365075,200,17856504900,71,849,,1712160317937479000 ,1712160317942337000 ,1712160318003171000 ,1712160318028212000 ,1712160318035846000 ,1712160318501422000 ,1712160319664479000 ,1712160319666599000 ,,976
1712160302228451710,200,18090386560,71,849,,1712160317936525000 ,1712160317940666000 ,1712160317998944000 ,1712160318590995000 ,1712160318605550000 ,1712160318687020000 ,1712160319723930000 ,1712160319732417000 ,,929
1712160302370944803,200,17948183922,71,849,,1712160317937339000 ,1712160317942315000 ,1712160318002453000 ,1712160318185529000 ,1712160318198268000 ,1712160318625537000 ,1712160319711703000 ,1712160319719340000 ,,958
1712160302311107357,200,18009384657,71,849,,1712160317936474000 ,1712160317940651000 ,1712160317994325000 ,1712160318333902000 ,1712160318336854000 ,1712160318625458000 ,1712160319783903000 ,1712160319784587000 ,,946
1712160302090951724,200,18230590479,71,849,,1712160317516026000 ,1712160317517924000 ,1712160317539218000 ,1712160318162395000 ,1712160318167596000 ,1712160318583522000 ,1712160319758052000 ,1712160319759429000 ,,902
